,TaxID,Group,Abund,PlotName,Level,Symbol
481,OTU_47,WBS Day -56,-0.3095108136,OTU47 Succinatimonas hippei,OTU,
482,OTU_47,WBS Day -7,0.4883603146,OTU47 Succinatimonas hippei,OTU,
483,OTU_47,WBS Day 21,0.8648797041,OTU47 Succinatimonas hippei,OTU,
484,OTU_47,"WBS Day 49
(healthy)",0.0150677077,OTU47 Succinatimonas hippei,OTU,
485,OTU_47,"WBS Day 49
(pathology)",0.5175818215,OTU47 Succinatimonas hippei,OTU,
486,OTU_47,YBS Day -56,-0.3602241874,OTU47 Succinatimonas hippei,OTU,
487,OTU_47,YBS Day -7,-0.3550099358,OTU47 Succinatimonas hippei,OTU,
488,OTU_47,YBS Day 21,-0.3602241874,OTU47 Succinatimonas hippei,OTU,
489,OTU_47,"YBS Day 49
(healthy)",-0.3602241874,OTU47 Succinatimonas hippei,OTU,
490,OTU_47,"YBS Day 49
(pathology)",-0.3602241874,OTU47 Succinatimonas hippei,OTU,
581,OTU_56,WBS Day -56,-0.1957480822,OTU56 Anaeroplasmataceae sp.,OTU,
582,OTU_56,WBS Day -7,-0.2455864841,OTU56 Anaeroplasmataceae sp.,OTU,
583,OTU_56,WBS Day 21,-0.1693038925,OTU56 Anaeroplasmataceae sp.,OTU,
584,OTU_56,"WBS Day 49
(healthy)",-0.2239863635,OTU56 Anaeroplasmataceae sp.,OTU,
585,OTU_56,"WBS Day 49
(pathology)",0.1558360426,OTU56 Anaeroplasmataceae sp.,OTU,
586,OTU_56,YBS Day -56,-0.2236449313,OTU56 Anaeroplasmataceae sp.,OTU,
587,OTU_56,YBS Day -7,-0.2454923212,OTU56 Anaeroplasmataceae sp.,OTU,
588,OTU_56,YBS Day 21,0.1584129435,OTU56 Anaeroplasmataceae sp.,OTU,
589,OTU_56,"YBS Day 49
(healthy)",-0.1133568883,OTU56 Anaeroplasmataceae sp.,OTU,
590,OTU_56,"YBS Day 49
(pathology)",1.8343215419,OTU56 Anaeroplasmataceae sp.,OTU,
601,OTU_59,WBS Day -56,-0.0442175046,OTU59 Kineothrix sp.,OTU,
602,OTU_59,WBS Day -7,-0.0908217172,OTU59 Kineothrix sp.,OTU,
603,OTU_59,WBS Day 21,-0.1088538707,OTU59 Kineothrix sp.,OTU,
604,OTU_59,"WBS Day 49
(healthy)",-0.2128421916,OTU59 Kineothrix sp.,OTU,
605,OTU_59,"WBS Day 49
(pathology)",1.5244271272,OTU59 Kineothrix sp.,OTU,
606,OTU_59,YBS Day -56,-0.2128421916,OTU59 Kineothrix sp.,OTU,
607,OTU_59,YBS Day -7,-0.2128421916,OTU59 Kineothrix sp.,OTU,
608,OTU_59,YBS Day 21,-0.2128421916,OTU59 Kineothrix sp.,OTU,
609,OTU_59,"YBS Day 49
(healthy)",-0.2128421916,OTU59 Kineothrix sp.,OTU,
610,OTU_59,"YBS Day 49
(pathology)",-0.202538069,OTU59 Kineothrix sp.,OTU,
661,OTU_7,WBS Day -56,-0.1401099368,OTU7 Prevotella sp.,OTU,
662,OTU_7,WBS Day -7,-0.1691670103,OTU7 Prevotella sp.,OTU,
663,OTU_7,WBS Day 21,0.755946918,OTU7 Prevotella sp.,OTU,
664,OTU_7,"WBS Day 49
(healthy)",0.9511483565,OTU7 Prevotella sp.,OTU,
665,OTU_7,"WBS Day 49
(pathology)",-0.296297025,OTU7 Prevotella sp.,OTU,
666,OTU_7,YBS Day -56,-0.4845879659,OTU7 Prevotella sp.,OTU,
667,OTU_7,YBS Day -7,-0.1489132131,OTU7 Prevotella sp.,OTU,
668,OTU_7,YBS Day 21,0.1032101014,OTU7 Prevotella sp.,OTU,
669,OTU_7,"YBS Day 49
(healthy)",1.0263330314,OTU7 Prevotella sp.,OTU,
670,OTU_7,"YBS Day 49
(pathology)",-0.890219459,OTU7 Prevotella sp.,OTU,
671,OTU_72,WBS Day -56,0.0623614368,OTU72 Parolsenella catena,OTU,
672,OTU_72,WBS Day -7,-0.2484064318,OTU72 Parolsenella catena,OTU,
673,OTU_72,WBS Day 21,-0.2985308506,OTU72 Parolsenella catena,OTU,
674,OTU_72,"WBS Day 49
(healthy)",-0.3723172995,OTU72 Parolsenella catena,OTU,
675,OTU_72,"WBS Day 49
(pathology)",0.8031475547,OTU72 Parolsenella catena,OTU,
676,OTU_72,YBS Day -56,0.1429432692,OTU72 Parolsenella catena,OTU,
677,OTU_72,YBS Day -7,-0.4426640278,OTU72 Parolsenella catena,OTU,
678,OTU_72,YBS Day 21,-0.38090128,OTU72 Parolsenella catena,OTU,
679,OTU_72,"YBS Day 49
(healthy)",-0.4571853358,OTU72 Parolsenella catena,OTU,
680,OTU_72,"YBS Day 49
(pathology)",1.7690184219,OTU72 Parolsenella catena,OTU,
681,OTU_73,WBS Day -56,-0.5346997248,OTU73 Bifidobacterium tissierii,OTU,
682,OTU_73,WBS Day -7,0.0197670899,OTU73 Bifidobacterium tissierii,OTU,
683,OTU_73,WBS Day 21,-0.3467907075,OTU73 Bifidobacterium tissierii,OTU,
684,OTU_73,"WBS Day 49
(healthy)",-0.8045706583,OTU73 Bifidobacterium tissierii,OTU,
685,OTU_73,"WBS Day 49
(pathology)",1.4547046529,OTU73 Bifidobacterium tissierii,OTU,+
686,OTU_73,YBS Day -56,-0.1561606045,OTU73 Bifidobacterium tissierii,OTU,
687,OTU_73,YBS Day -7,-0.3483137155,OTU73 Bifidobacterium tissierii,OTU,
688,OTU_73,YBS Day 21,-0.2798135116,OTU73 Bifidobacterium tissierii,OTU,
689,OTU_73,"YBS Day 49
(healthy)",0.2332967301,OTU73 Bifidobacterium tissierii,OTU,
690,OTU_73,"YBS Day 49
(pathology)",1.2789539675,OTU73 Bifidobacterium tissierii,OTU,
